phrase,region_id,region_name,count,types,seeds,analysis_status,query_type,query_confidence,query_source,next_action,intent_id,intent_title,intent_score,matched_keywords
"плюсы каркасных бань","66","Омск","9","top","каркасная баня","assigned","commercial","medium","commercial-head","landing","B03","Квадро или каркасная баня","4","каркасн* бан*"
"пневмонагнетатель для полусухой стяжки","66","Омск","9","top","полусухая стяжка","assigned","commercial","medium","commercial-head","landing","S01","Полусухая или мокрая стяжка","4","полусух* стяжк*"
"пневмонагнетатель для полусухой стяжки","11318","Омская область","9","top","полусухая стяжка","assigned","commercial","medium","commercial-head","landing","S01","Полусухая или мокрая стяжка","4","полусух* стяжк*"
"пол в каркасной бане на сваях","11318","Омская область","9","top","каркасная баня","assigned","informational","low","intent-default","guide","B14","Фундамент для мобильной или готовой бани","6","бан* на сва*"
"полусухая стяжка вода","66","Омск","9","top","полусухая стяжка","assigned","commercial","medium","commercial-head","landing","S01","Полусухая или мокрая стяжка","4","полусух* стяжк*"
"полусухая стяжка вода","11318","Омская область","9","top","полусухая стяжка","assigned","commercial","medium","commercial-head","landing","S01","Полусухая или мокрая стяжка","4","полусух* стяжк*"
"полусухая стяжка для теплого пола","11318","Омская область","9","top","полусухая стяжка","assigned","informational","low","intent-default","guide","S01","Полусухая или мокрая стяжка","4","полусух* стяжк*"
"полусухая стяжка пола отзывы","66","Омск","9","top","полусухая стяжка","assigned","commercial","medium","commercial-head","landing","S01","Полусухая или мокрая стяжка","8","полусух* стяжк*|стяжка пола"
"полусухая стяжка пола отзывы","11318","Омская область","9","top","полусухая стяжка","assigned","commercial","medium","commercial-head","landing","S01","Полусухая или мокрая стяжка","8","полусух* стяжк*|стяжка пола"
"полусухая стяжка слой","11318","Омская область","9","top","полусухая стяжка","assigned","commercial","medium","commercial-head","landing","S01","Полусухая или мокрая стяжка","4","полусух* стяжк*"
"портал под печь в бане готовый","66","Омск","9","top","готовая баня","unassigned","unmapped","none","none","hold","","","",""
"портал под печь в бане готовый","11318","Омская область","9","top","готовая баня","unassigned","unmapped","none","none","hold","","","",""
"постройка каркасной бани","66","Омск","9","top","каркасная баня","assigned","commercial","medium","commercial-head","landing","B03","Квадро или каркасная баня","4","каркасн* бан*"
"правило для полусухой стяжки комплект","11318","Омская область","9","top","полусухая стяжка","assigned","informational","low","intent-default","guide","S01","Полусухая или мокрая стяжка","4","полусух* стяжк*"
"правильное бурение скважины","66","Омск","9","top","бурение скважин","unassigned","commercial","medium","commercial-head","landing","","","",""
"рассчитать каркасную баню","66","Омск","9","top","каркасная баня","assigned","commercial","medium","commercial-head","landing","B03","Квадро или каркасная баня","4","каркасн* бан*"
"рассчитать каркасную баню","11318","Омская область","9","top","каркасная баня","assigned","commercial","medium","commercial-head","landing","B03","Квадро или каркасная баня","4","каркасн* бан*"
"сделай бурение скважин","11318","Омская область","9","top","бурение скважин","unassigned","commercial","medium","commercial-head","landing","","","",""
"скважина метров бурение","11318","Омская область","9","top","бурение скважин","unassigned","unmapped","none","none","hold","","","",""
"сколько стоит баня под ключ","66","Омск","9","top","баня под ключ","assigned","commercial","high","signals","landing","B01","Готовая баня как альтернатива долгой стройке","6","бан* под ключ"
"теплая баня зимой","66","Омск","9","top","баня зимой","assigned","informational","low","intent-default","guide","B17","Использование бани зимой в Омске","4","бан* зимой"
"толщина полусухой стяжки пола","11318","Омская область","9","top","полусухая стяжка","assigned","commercial","medium","commercial-head","landing","S01","Полусухая или мокрая стяжка","4","полусух* стяжк*"
"укладка полусухой стяжки","66","Омск","9","top","полусухая стяжка","assigned","commercial","medium","commercial-head","landing","S01","Полусухая или мокрая стяжка","4","полусух* стяжк*"
"установка каркасных бань","11318","Омская область","9","top","каркасная баня","assigned","commercial","medium","commercial-head","landing","B03","Квадро или каркасная баня","4","каркасн* бан*"
"устройство для бурения скважин","66","Омск","9","top","бурение скважин","unassigned","commercial","medium","commercial-head","landing","","","",""
"устройство для бурения скважин","11318","Омская область","9","top","бурение скважин","unassigned","commercial","medium","commercial-head","landing","","","",""
"устройство полусухой стяжки пола","66","Омск","9","top","полусухая стяжка","assigned","commercial","medium","commercial-head","landing","S01","Полусухая или мокрая стяжка","4","полусух* стяжк*"
"уход за полусухой стяжкой","66","Омск","9","top","полусухая стяжка","assigned","commercial","medium","commercial-head","landing","S01","Полусухая или мокрая стяжка","4","полусух* стяжк*"
"уход за полусухой стяжкой","11318","Омская область","9","top","полусухая стяжка","assigned","commercial","medium","commercial-head","landing","S01","Полусухая или мокрая стяжка","4","полусух* стяжк*"
"фундамент под баню 3 на 3","11318","Омская область","9","top","фундамент под баню","assigned","informational","low","intent-default","guide","B14","Фундамент для мобильной или готовой бани","6","фундамент под бан*"
"фундамент под баню 5 5","66","Омск","9","top","фундамент под баню","assigned","informational","low","intent-default","guide","B14","Фундамент для мобильной или готовой бани","6","фундамент под бан*"
"эксплуатационное бурения скважин","11318","Омская область","9","top","бурение скважин","unassigned","commercial","medium","commercial-head","landing","","","",""
"адреса готовых бань","11318","Омская область","8","top","готовая баня","assigned","commercial","medium","commercial-head","landing","B01","Готовая баня как альтернатива долгой стройке","4","готов* бан*"
"аренда полусухой стяжки","66","Омск","8","top","полусухая стяжка","assigned","commercial","medium","commercial-head","landing","S01","Полусухая или мокрая стяжка","4","полусух* стяжк*"
"аренда полусухой стяжки","11318","Омская область","8","top","полусухая стяжка","assigned","commercial","medium","commercial-head","landing","S01","Полусухая или мокрая стяжка","4","полусух* стяжк*"
"бани каркасные 5","66","Омск","8","top","каркасная баня","unassigned","unmapped","none","none","hold","","","",""
"бани на дачном участке планы","66","Омск","8","top","баня на участок","unassigned","unmapped","none","none","hold","","","",""
"бани на дачном участке планы","11318","Омская область","8","top","баня на участок","unassigned","unmapped","none","none","hold","","","",""
"бани под ключ омская область","11318","Омская область","8","top","баня под ключ","assigned","commercial","high","signals","landing","B01","Готовая баня как альтернатива долгой стройке","6","бан* под ключ"
"баня 4 4 фундамент под баню","66","Омск","8","top","фундамент под баню","assigned","informational","low","intent-default","guide","B14","Фундамент для мобильной или готовой бани","6","фундамент под бан*"
"баня внутри под ключ","11318","Омская область","8","top","баня под ключ","unassigned","commercial","high","signals","landing","","","",""
"баня готовая в омской области купить","11318","Омская область","8","top","готовая баня","unassigned","commercial","medium","signals","landing","","","",""
"баня готовая построить","66","Омск","8","top","готовая баня","unassigned","unmapped","none","none","hold","","","",""
"баня купить под ключ в рассрочку","11318","Омская область","8","top","баня под ключ","unassigned","commercial","high","signals","landing","","","",""
"баня на участке закон","11318","Омская область","8","top","баня на участок","unassigned","commercial","medium","commercial-head","landing","","","",""
"баня на участке ижс","66","Омск","8","top","баня на участок","unassigned","commercial","medium","commercial-head","landing","","","",""
"бур для бурения скважин","11318","Омская область","8","top","бурение скважин","unassigned","commercial","medium","commercial-head","landing","","","",""
"бурение водоносных скважин","11318","Омская область","8","top","бурение скважин","unassigned","unmapped","none","none","hold","","","",""
"бурение газовый скважина","11318","Омская область","8","top","бурение скважин","unassigned","unmapped","none","none","hold","","","",""
"бурение нефтяных и газовых скважин","11318","Омская область","8","top","бурение скважин","unassigned","unmapped","none","none","hold","","","",""
"бурение разведочно эксплуатационной скважины","11318","Омская область","8","top","бурение скважин","unassigned","unmapped","none","none","hold","","","",""
"бурение скважины буром","11318","Омская область","8","top","бурение скважин","unassigned","commercial","medium","commercial-head","landing","","","",""
"буры бурения скважин","11318","Омская область","8","top","бурение скважин","unassigned","commercial","medium","commercial-head","landing","","","",""
"вес полусухой стяжки","66","Омск","8","top","полусухая стяжка","assigned","commercial","medium","commercial-head","landing","S01","Полусухая или мокрая стяжка","4","полусух* стяжк*"
"вес полусухой стяжки","11318","Омская область","8","top","полусухая стяжка","assigned","commercial","medium","commercial-head","landing","S01","Полусухая или мокрая стяжка","4","полусух* стяжк*"
"вода в бане зимой","11318","Омская область","8","top","баня зимой","assigned","informational","low","intent-default","guide","B17","Использование бани зимой в Омске","4","бан* зимой"
"водоносные слои при бурении скважин","11318","Омская область","8","top","бурение скважин","unassigned","unmapped","none","none","hold","","","",""
"водяной пол полусухой стяжки","11318","Омская область","8","top","полусухая стяжка","assigned","commercial","medium","commercial-head","landing","S01","Полусухая или мокрая стяжка","4","полусух* стяжк*"
"водяной полусухая стяжка","11318","Омская область","8","top","полусухая стяжка","assigned","commercial","medium","commercial-head","landing","S01","Полусухая или мокрая стяжка","4","полусух* стяжк*"
"где готовые бани","66","Омск","8","top","готовая баня","assigned","commercial","medium","intent-tiebreak","landing","B01","Готовая баня как альтернатива долгой стройке","4","готов* бан*"
"где готовые бани","11318","Омская область","8","top","готовая баня","assigned","commercial","medium","intent-tiebreak","landing","B01","Готовая баня как альтернатива долгой стройке","4","готов* бан*"
"готовая полусухая стяжка","11318","Омская область","8","top","полусухая стяжка","assigned","commercial","medium","commercial-head","landing","S01","Полусухая или мокрая стяжка","4","полусух* стяжк*"
"дешевые бани под ключ","11318","Омская область","8","top","баня под ключ","assigned","commercial","high","signals","landing","B01","Готовая баня как альтернатива долгой стройке","6","бан* под ключ"
"как делается полусухая стяжка пола","11318","Омская область","8","top","полусухая стяжка","assigned","informational","high","signals","guide","S01","Полусухая или мокрая стяжка","8","полусух* стяжк*|стяжка пола"
"как делают каркасные бани","11318","Омская область","8","top","каркасная баня","assigned","informational","medium","intent-tiebreak","guide","B03","Квадро или каркасная баня","4","каркасн* бан*"
"как правильно прокачать скважину после бурения","66","Омск","8","top","бурение скважин","unassigned","informational","high","signals","guide","","","",""
"как правильно прокачать скважину после бурения","11318","Омская область","8","top","бурение скважин","unassigned","informational","high","signals","guide","","","",""
"как расположить баню на участке","11318","Омская область","8","top","баня на участок","unassigned","informational","high","signals","guide","","","",""
"как сделать полусухую стяжку пола","66","Омск","8","top","полусухая стяжка","assigned","informational","high","signals","guide","S01","Полусухая или мокрая стяжка","4","полусух* стяжк*"
"как сделать полусухую стяжку пола своими руками","11318","Омская область","8","top","полусухая стяжка","assigned","informational","high","signals","guide","S01","Полусухая или мокрая стяжка","4","полусух* стяжк*"
"как установить каркасную баню","11318","Омская область","8","top","каркасная баня","assigned","informational","medium","intent-tiebreak","guide","B03","Квадро или каркасная баня","4","каркасн* бан*"
"как утеплить баню зимой","11318","Омская область","8","top","баня зимой","assigned","informational","high","signals","guide","B17","Использование бани зимой в Омске","4","бан* зимой"
"какая баня лучше каркасная или","11318","Омская область","8","top","каркасная баня","unassigned","informational","high","signals","guide","","","",""
"какая должна быть полусухая стяжка пола","11318","Омская область","8","top","полусухая стяжка","assigned","informational","high","signals","guide","S01","Полусухая или мокрая стяжка","8","полусух* стяжк*|стяжка пола"
"какая стяжка лучше полусухая или мокрая","66","Омск","8","top","полусухая стяжка","unassigned","informational","high","signals","guide","","","",""
"какая стяжка лучше полусухая или мокрая","11318","Омская область","8","top","полусухая стяжка","unassigned","informational","high","signals","guide","","","",""
"каркасная баня на винтовых","11318","Омская область","8","top","каркасная баня","assigned","commercial","medium","commercial-head","landing","B03","Квадро или каркасная баня","4","каркасн* бан*"
"каркасная баня на винтовых сваях","11318","Омская область","8","top","каркасная баня","assigned","informational","low","intent-default","guide","B03","Квадро или каркасная баня","4","каркасн* бан*"
"компании по бурению скважин","66","Омск","8","top","бурение скважин","unassigned","commercial","medium","commercial-head","landing","","","",""
"компании по бурению скважин","11318","Омская область","8","top","бурение скважин","unassigned","commercial","medium","commercial-head","landing","","","",""
"марка полусухой стяжки","11318","Омская область","8","top","полусухая стяжка","assigned","commercial","medium","commercial-head","landing","S01","Полусухая или мокрая стяжка","4","полусух* стяжк*"
"методы бурения скважин","11318","Омская область","8","top","бурение скважин","unassigned","commercial","medium","commercial-head","landing","","","",""
"механизированная штукатурка омск","11318","Омская область","8","top","механизированная штукатурка","assigned","commercial","medium","commercial-head","landing","P01","Механизированная или ручная штукатурка","4","механизированн* штукатурк*"
"минимальная толщина полусухой стяжки","66","Омск","8","top","полусухая стяжка","assigned","commercial","medium","commercial-head","landing","S01","Полусухая или мокрая стяжка","4","полусух* стяжк*"
"минимальная толщина полусухой стяжки","11318","Омская область","8","top","полусухая стяжка","assigned","commercial","medium","commercial-head","landing","S01","Полусухая или мокрая стяжка","4","полусух* стяжк*"
"минимальный слой полусухой стяжки","11318","Омская область","8","top","полусухая стяжка","assigned","commercial","medium","commercial-head","landing","S01","Полусухая или мокрая стяжка","4","полусух* стяжк*"
"мобильная баня купить недорого","11318","Омская область","8","top","мобильная баня","assigned","commercial","high","signals","landing","B01","Готовая баня как альтернатива долгой стройке","4","мобильн* бан*"
"мобильная баня недорого","11318","Омская область","8","top","мобильная баня","assigned","commercial","high","signals","landing","B01","Готовая баня как альтернатива долгой стройке","4","мобильн* бан*"
"мобильные бани в омске купить недорого","11318","Омская область","8","top","мобильная баня","assigned","commercial","high","signals","landing","B01","Готовая баня как альтернатива долгой стройке","4","мобильн* бан*"
"монтаж каркасных бань","66","Омск","8","top","каркасная баня","assigned","commercial","medium","commercial-head","landing","B03","Квадро или каркасная баня","4","каркасн* бан*"
"монтаж каркасных бань","11318","Омская область","8","top","каркасная баня","assigned","commercial","medium","commercial-head","landing","B03","Квадро или каркасная баня","4","каркасн* бан*"
"наливной или полусухая стяжка","66","Омск","8","top","полусухая стяжка","assigned","informational","medium","intent-tiebreak","guide","S01","Полусухая или мокрая стяжка","4","полусух* стяжк*"
"наливной или полусухая стяжка","11318","Омская область","8","top","полусухая стяжка","assigned","informational","medium","intent-tiebreak","guide","S01","Полусухая или мокрая стяжка","4","полусух* стяжк*"
"нужна полусухая стяжка пола","66","Омск","8","top","полусухая стяжка","assigned","informational","medium","intent-tiebreak","guide","S01","Полусухая или мокрая стяжка","8","полусух* стяжк*|стяжка пола"
"обсадное бурение скважин","66","Омск","8","top","бурение скважин","unassigned","commercial","medium","commercial-head","landing","","","",""
"обсадное бурение скважин","11318","Омская область","8","top","бурение скважин","unassigned","commercial","medium","commercial-head","landing","","","",""
"окно в каркасной бане","66","Омск","8","top","каркасная баня","assigned","commercial","medium","commercial-head","landing","B03","Квадро или каркасная баня","4","каркасн* бан*"
"окно в каркасной бане","11318","Омская область","8","top","каркасная баня","assigned","commercial","medium","commercial-head","landing","B03","Квадро или каркасная баня","4","каркасн* бан*"
"ооо бурение скважин","66","Омск","8","top","бурение скважин","unassigned","commercial","medium","commercial-head","landing","","","",""
"отделка бань под ключ цены","11318","Омская область","8","top","баня под ключ","assigned","commercial","high","signals","landing","B01","Готовая баня как альтернатива долгой стройке","6","бан* под ключ"
"песок для полусухой стяжки","11318","Омская область","8","top","полусухая стяжка","assigned","commercial","medium","commercial-head","landing","S01","Полусухая или мокрая стяжка","4","полусух* стяжк*"
"план дома и бани на участке","66","Омск","8","top","баня на участок","unassigned","unmapped","none","none","hold","","","",""
"полусухая стяжка пола цена материала","11318","Омская область","8","top","полусухая стяжка","assigned","commercial","medium","signals","landing","S01","Полусухая или мокрая стяжка","8","полусух* стяжк*|стяжка пола"
"полусухая стяжка пола цена метр","11318","Омская область","8","top","полусухая стяжка","assigned","commercial","medium","signals","landing","S01","Полусухая или мокрая стяжка","8","полусух* стяжк*|стяжка пола"
"полусухая стяжка пола швы","66","Омск","8","top","полусухая стяжка","assigned","commercial","medium","commercial-head","landing","S01","Полусухая или мокрая стяжка","8","полусух* стяжк*|стяжка пола"
"полусухая стяжка стен","66","Омск","8","top","полусухая стяжка","assigned","commercial","medium","commercial-head","landing","S01","Полусухая или мокрая стяжка","4","полусух* стяжк*"
"полусухая стяжка стен","11318","Омская область","8","top","полусухая стяжка","assigned","commercial","medium","commercial-head","landing","S01","Полусухая или мокрая стяжка","4","полусух* стяжк*"
"полусухая стяжка технология","11318","Омская область","8","top","полусухая стяжка","assigned","commercial","medium","commercial-head","landing","S01","Полусухая или мокрая стяжка","4","полусух* стяжк*"
"полусухая стяжка уход после заливки","66","Омск","8","top","полусухая стяжка","assigned","informational","low","intent-default","guide","S01","Полусухая или мокрая стяжка","4","полусух* стяжк*"
"полусухая стяжка уход после заливки","11318","Омская область","8","top","полусухая стяжка","assigned","informational","low","intent-default","guide","S01","Полусухая или мокрая стяжка","4","полусух* стяжк*"
"полусухая стяжка цена за квадратный метр","11318","Омская область","8","top","полусухая стяжка","assigned","commercial","medium","signals","landing","S01","Полусухая или мокрая стяжка","4","полусух* стяжк*"
"полусухая стяжка цена за метр","11318","Омская область","8","top","полусухая стяжка","assigned","commercial","medium","signals","landing","S01","Полусухая или мокрая стяжка","4","полусух* стяжк*"
"полусухая стяжка цена материала","11318","Омская область","8","top","полусухая стяжка","assigned","commercial","high","signals","landing","S01","Полусухая или мокрая стяжка","4","полусух* стяжк*"
"полусухая цементная стяжка пола","66","Омск","8","top","полусухая стяжка","assigned","informational","low","intent-default","guide","S01","Полусухая или мокрая стяжка","4","стяжка пола"
"полусухая цементная стяжка пола","11318","Омская область","8","top","полусухая стяжка","assigned","informational","low","intent-default","guide","S01","Полусухая или мокрая стяжка","4","стяжка пола"
"посмотреть готовые бани","66","Омск","8","top","готовая баня","assigned","commercial","medium","commercial-head","landing","B01","Готовая баня как альтернатива долгой стройке","4","готов* бан*"
"посмотреть готовые бани","11318","Омская область","8","top","готовая баня","assigned","commercial","medium","commercial-head","landing","B01","Готовая баня как альтернатива долгой стройке","4","готов* бан*"
"построить баню на дачном участке","11318","Омская область","8","top","баня на участок","unassigned","unmapped","none","none","hold","","","",""
"продажа готовых бань","11318","Омская область","8","top","готовая баня","assigned","commercial","high","signals","landing","B01","Готовая баня как альтернатива долгой стройке","4","готов* бан*"
"размеры бани на участке","11318","Омская область","8","top","баня на участок","unassigned","commercial","medium","commercial-head","landing","","","",""
"расстояние дома от бани на участке","11318","Омская область","8","top","баня на участок","unassigned","unmapped","none","none","hold","","","",""
"расходы полусухой стяжки","11318","Омская область","8","top","полусухая стяжка","assigned","commercial","medium","commercial-head","landing","S01","Полусухая или мокрая стяжка","4","полусух* стяжк*"
"салат на зиму на водяной бане","11318","Омская область","8","top","баня зимой","unassigned","unmapped","none","none","hold","","","",""
"сколько стоит готовая баня","66","Омск","8","top","готовая баня","assigned","commercial","high","signals","landing","B01","Готовая баня как альтернатива долгой стройке","4","готов* бан*"
"слои бурения скважины","11318","Омская область","8","top","бурение скважин","unassigned","commercial","medium","commercial-head","landing","","","",""
"строительство бани на земельном участке","11318","Омская область","8","top","баня на участок","assigned","informational","low","intent-default","guide","B02","Готовая баня или строить на участке","8","строит* бан*|строительств* бан*"
"стяжка пола полусухая или мокрая какая лучше","66","Омск","8","top","полусухая стяжка","assigned","informational","high","signals","guide","S01","Полусухая или мокрая стяжка","4","стяжка пола"
"стяжка пола полусухая или мокрая какая лучше","11318","Омская область","8","top","полусухая стяжка","assigned","informational","high","signals","guide","S01","Полусухая или мокрая стяжка","4","стяжка пола"
"схема каркасной бани","66","Омск","8","top","каркасная баня","assigned","commercial","medium","commercial-head","landing","B03","Квадро или каркасная баня","4","каркасн* бан*"
"толщина полусухой стяжки пола","66","Омск","8","top","полусухая стяжка","assigned","commercial","medium","commercial-head","landing","S01","Полусухая или мокрая стяжка","4","полусух* стяжк*"
"установка для бурения скважин","66","Омск","8","top","бурение скважин","unassigned","commercial","medium","commercial-head","landing","","","",""
"устройство пола в каркасной бане","66","Омск","8","top","каркасная баня","assigned","informational","low","intent-default","guide","B03","Квадро или каркасная баня","4","каркасн* бан*"
"устройство пола в каркасной бане","11318","Омская область","8","top","каркасная баня","assigned","informational","low","intent-default","guide","B03","Квадро или каркасная баня","4","каркасн* бан*"
"утеплитель для каркасной бани","66","Омск","8","top","каркасная баня","assigned","commercial","medium","commercial-head","landing","B03","Квадро или каркасная баня","4","каркасн* бан*"
"уход за полом после полусухой стяжки","66","Омск","8","top","полусухая стяжка","assigned","informational","low","intent-default","guide","S01","Полусухая или мокрая стяжка","4","полусух* стяжк*"
"уход за полом после полусухой стяжки","11318","Омская область","8","top","полусухая стяжка","assigned","informational","low","intent-default","guide","S01","Полусухая или мокрая стяжка","4","полусух* стяжк*"
"уход за полусухой стяжкой в квартире","66","Омск","8","top","полусухая стяжка","assigned","informational","low","intent-default","guide","S01","Полусухая или мокрая стяжка","4","полусух* стяжк*"
"уход за полусухой стяжкой в квартире","11318","Омская область","8","top","полусухая стяжка","assigned","informational","low","intent-default","guide","S01","Полусухая или мокрая стяжка","4","полусух* стяжк*"
"уход за полусухой стяжкой пола","66","Омск","8","top","полусухая стяжка","assigned","informational","low","intent-default","guide","S01","Полусухая или мокрая стяжка","4","полусух* стяжк*"
"уход за полусухой стяжкой пола","11318","Омская область","8","top","полусухая стяжка","assigned","informational","low","intent-default","guide","S01","Полусухая или мокрая стяжка","4","полусух* стяжк*"
"уход за полусухой стяжкой пола после заливки","66","Омск","8","top","полусухая стяжка","assigned","informational","low","intent-default","guide","S01","Полусухая или мокрая стяжка","4","полусух* стяжк*"
"уход за полусухой стяжкой пола после заливки","11318","Омская область","8","top","полусухая стяжка","assigned","informational","low","intent-default","guide","S01","Полусухая или мокрая стяжка","4","полусух* стяжк*"
"фундамент под печь в бане","66","Омск","8","top","фундамент под баню","unassigned","unmapped","none","none","hold","","","",""
"цена полусухой стяжки пола за квадратный","11318","Омская область","8","top","полусухая стяжка","assigned","commercial","medium","signals","landing","S01","Полусухая или мокрая стяжка","4","полусух* стяжк*"
"цена полусухой стяжки пола за квадратный метр","11318","Омская область","8","top","полусухая стяжка","assigned","commercial","medium","signals","landing","S01","Полусухая или мокрая стяжка","4","полусух* стяжк*"
"чертеж каркасной бани","66","Омск","8","top","каркасная баня","assigned","commercial","medium","commercial-head","landing","B03","Квадро или каркасная баня","4","каркасн* бан*"
"александр бурение скважин","11318","Омская область","7","top","бурение скважин","unassigned","commercial","medium","commercial-head","landing","","","",""
"бани бочки под ключ с печкой","11318","Омская область","7","top","баня под ключ","unassigned","commercial","high","signals","landing","","","",""
"бани под ключ в новосибирске","66","Омск","7","top","баня под ключ","assigned","commercial","high","signals","landing","B01","Готовая баня как альтернатива долгой стройке","6","бан* под ключ"
"бани под ключ в рассрочку недорого","11318","Омская область","7","top","баня под ключ","assigned","commercial","high","signals","landing","B01","Готовая баня как альтернатива долгой стройке","6","бан* под ключ"
"бани под ключ с печкой цены","11318","Омская область","7","top","баня под ключ","assigned","commercial","high","signals","landing","B01","Готовая баня как альтернатива долгой стройке","6","бан* под ключ"
"баня 2 2 под ключ","11318","Омская область","7","top","баня под ключ","unassigned","commercial","high","signals","landing","","","",""
"баня брус ключ под цена","66","Омск","7","top","баня под ключ","unassigned","commercial","medium","signals","landing","","","",""
"баня внутри под ключ","66","Омск","7","top","баня под ключ","unassigned","commercial","high","signals","landing","","","",""
"баня для дачи под ключ цены","11318","Омская область","7","top","баня под ключ","unassigned","commercial","high","signals","landing","","","",""
"баня домик готовая","11318","Омская область","7","top","готовая баня","unassigned","unmapped","none","none","hold","","","",""
"баня купить под ключ в рассрочку","66","Омск","7","top","баня под ключ","unassigned","commercial","high","signals","landing","","","",""
"баня на дачу купить под ключ","66","Омск","7","top","баня под ключ","unassigned","commercial","high","signals","landing","","","",""
"баня на дачу купить под ключ","11318","Омская область","7","top","баня под ключ","unassigned","commercial","high","signals","landing","","","",""
"баня на садовом участке","66","Омск","7","top","баня на участок","unassigned","unmapped","none","none","hold","","","",""
"баня на садовом участке","11318","Омская область","7","top","баня на участок","unassigned","unmapped","none","none","hold","","","",""
"баня на участке закон","66","Омск","7","top","баня на участок","unassigned","commercial","medium","commercial-head","landing","","","",""
"баня под ключ баня строй","11318","Омская область","7","top","баня под ключ","assigned","commercial","high","signals","landing","B01","Готовая баня как альтернатива долгой стройке","6","бан* под ключ"
"баня под ключ цена внутри","66","Омск","7","top","баня под ключ","assigned","commercial","high","signals","landing","B01","Готовая баня как альтернатива долгой стройке","6","бан* под ключ"
"баня под ключ цена внутри","11318","Омская область","7","top","баня под ключ","assigned","commercial","high","signals","landing","B01","Готовая баня как альтернатива долгой стройке","6","бан* под ключ"
"баня под ключ цена работы","11318","Омская область","7","top","баня под ключ","assigned","commercial","high","signals","landing","B01","Готовая баня как альтернатива долгой стройке","6","бан* под ключ"
"бочка баня для дачи под ключ","11318","Омская область","7","top","баня под ключ","unassigned","commercial","high","signals","landing","","","",""
"бур для бурения скважин","66","Омск","7","top","бурение скважин","unassigned","commercial","medium","commercial-head","landing","","","",""
"бурение разведочных скважин нефть","11318","Омская область","7","top","бурение скважин","unassigned","unmapped","none","none","hold","","","",""
"бурение скважин александров","11318","Омская область","7","top","бурение скважин","unassigned","commercial","medium","commercial-head","landing","","","",""
"бурение скважин бурят","11318","Омская область","7","top","бурение скважин","negative","noise","high","negative-rule","hold","","","",""
"бурение скважин на воду александров","11318","Омская область","7","top","бурение скважин","unassigned","unmapped","none","none","hold","","","",""
"бурение скважин на нефть и газ","11318","Омская область","7","top","бурение скважин","unassigned","unmapped","none","none","hold","","","",""
"бурение скважин омская область","66","Омск","7","top","бурение скважин","unassigned","commercial","medium","commercial-head","landing","","","",""
"бурение скважины буром","66","Омск","7","top","бурение скважин","unassigned","commercial","medium","commercial-head","landing","","","",""
"бурение эксплуатационных разведочных скважин нефть","11318","Омская область","7","top","бурение скважин","unassigned","unmapped","none","none","hold","","","",""
"бурение эксплуатационных скважин на нефть","11318","Омская область","7","top","бурение скважин","unassigned","unmapped","none","none","hold","","","",""
"бурения скважин газом","11318","Омская область","7","top","бурение скважин","unassigned","commercial","medium","commercial-head","landing","","","",""
"бурильщика эксплуатационного и разведочного бурения скважин","11318","Омская область","7","top","бурение скважин","unassigned","unmapped","none","none","hold","","","",""
"буры бурения скважин","66","Омск","7","top","бурение скважин","unassigned","commercial","medium","commercial-head","landing","","","",""
"готовая баня 5 5","11318","Омская область","7","top","готовая баня","assigned","commercial","medium","commercial-head","landing","B01","Готовая баня как альтернатива долгой стройке","4","готов* бан*"
